text,label,words
"Tak, zajmuję się również dziećmi w kontekście systemu rodzinnego. Proszę o kontakt telefoniczny, aby przybliżyć trudność z jaką się Pani boryka (nr tel znajdzie Pani na mojej stronie internetowej). Mam wolne terminy 27.12. Pozdrawiam",Medyczne-diagnoza,34
"U mojego syna lat 11 pojawiły się różne nawyki, czynności, które musi powtarzać kilka razy dziennie. Przy tym strasznie się denerwuje, że musi to robić. Czy to może być nerwica natręctw. Jak można mu pomóc?",Medyczne-diagnoza,35
"Polecam skonsultować się z psychologiem dziecięcym i przedstawić całą sytuację. Psycholog przeprowadzi wywiad, porozmawia z Państwem i z Synem, na tej podstawie będzie mógł postawić wstępną diagnozę i przekaże dalsze zalecenia. Być może jest to nerwica natręctw, w takiej sytuacji należy rozpoznać problem i podjąć leczenie wg.zaleceń psychologa i/lub lekarza psychiatry.",Medyczne-diagnoza,51
"Witam,Gdy występują u Pani niepokojące, niepożądane skutki uboczne leku, należy skonsultować to ze swoim psychiatrą. Zniechęcenie raczej nie jest objawem ubocznym leków i nad nim faktycznie warto pracować w gabinecie psychoterapii. Połączenie farmakoterapii i psychoterapii do bardzo dobra droga do zmiany i wyjścia z głębszych kryzysów czy zaburzeń psychicznych. Jeśli z takimi się Pani zmaga, to zachęcam do pracy nad sobą z psychoterapeutą.pozdrawiam,Agnieszka Złotowska",Medyczne-diagnoza,67
"Jeżeli takie samopoczucie wyraźnie jest efektem leków, należy zgłosić się z tym problemem do lekarza, który je przepisał. Wizyta u psychologa nie usunie działań ubocznych leków.",Medyczne-diagnoza,26
"Dzień dobry,O złym samopoczuciu po zażyciu leków proszę poinformować lekarza psychiatrę - być może będzie możliwa modyfikacja leków lub ich dawek. W przypadku leczenia stanów depresyjnych bardzo dobre efekty przynosi łączenie terapii farmakologicznej z psychoterapią. Psychoterapia pomaga też zapobiegać nawrotom depresji. Polecam więc konsultację z psychologiem psychoterapeutą i zastanowienie się nad podjęcie psychoterapii.",Medyczne-diagnoza,54
"Jeżeli chodzi o przyjmowanie leków psycholog, o ile nie skończył studiów medycznych, nie ma kwalifikacji do ich przepisywania. Swoje problemy w tej kwestii powinna Pani omówić z lekarzem, czasami potrzeba kilku wizyt, żeby dobrać odpowiednie leki i ich dawki. Natomiast psycholog, najlepiej z przygotowaniem psychoterapeutycznym, może wspomóc Pani walkę z depresją. Badania wskazują, że połączenie farmakoterapii i psychoterapii daje dobre rezultaty i jest skuteczniejsze niż samo przyjmowanie leków.",Medyczne-diagnoza,68
"Dzien Dobry,przede wszystkim polecam skontaktować się z lekarzem psychiatrą, żeby powiedzieć mu o efektach ubocznych, być może można zastosować inne leczenie. Może Pani też porozmawiać z lekarzem o korzystaniu równolegle z leczeniem farmakologicznym z psychoterapii. Słuszne jest łączenie obydwu rodzajów leczenia.PozdrawiamEwa Czernik",Medyczne-diagnoza,45
"Proszę w pierwszej kolejności zgłosić się do lekarza psychiatry, najlepiej tego, który przepisał Pani te leki. Znalezienie bardziej odpowiednich dla Pani leków może skutecznie przeciwdziałać depresji. Jednocześnie dobrym pomysłem jest konsultacja u psychologa lub psychoterapeuty. Niemniej najpierw lekarz.",Medyczne-diagnoza,38
"Zachęcam do powtórnej konsultacji u lekarza leczącego w celu omówienia występujących obajwów,  jak obniżenie ciśnienia krwii czy zmiany dawkowania w/w leków. Wizyta u psychologa mogłaby pomóc zrozumieć mechanizmy jakie stoją za sposobem reagowania, zachowaniem i sposobem myślenia o sytuacjach.",Medyczne-diagnoza,39
"Nie wiem czy jedna wizyta może pomóc, ale psychoterapia tak, ponieważ pomoże dotrzeć do problemu i jak sobie z nim radzić. A to jest cenne, bo ma efekt długotrwały Pozdrawiam.",Medyczne-diagnoza,30
"Zażywanie leków ma znieśc cierpienie i pomoc w codziennym funkcjonowaniu. W początkowej fazie może Pani odczuwać skutki uboczne. Leki maja za zadanie znieść objawy, natomiast nie likwiduja przyczyn. Zachęcam do wizyty u psychoterapeuty, z ktorym bedzie się Pani mogla zając swoimi problemami. Pozdrawiam",Medyczne-diagnoza,43
"Dzień dobry,proszę udać się do lekarza i poinformować go o skutkach ubocznych leku. Może trzeba rozważyć zamianę ww. leków na lepiej przez Pana/Panią tolerowane. Psycholog nie pomoże w tej kwestii. Pomóc może psychoterapeuta w leczeniu depresjiPozdrawiam",Medyczne-diagnoza,38
"Nie umiem Pani pomóc czy są to objawy uboczne leku. Jeśli Lekarz powie, że objaw jest psychosomatyczny wtedy jak najbardziej tak. Spotkanie z psychologiem pomaga przeanalizować przyczyny bólu psychosomatycznego.",Medyczne-diagnoza,29
"Witam W sprawie działania leków lub skutków ubocznych uniemożliwiających Pani poprawne funkcjonowanie powinna się Pani zgłosić do lekarza prowadzącego. Zakładając że to wynik leków powinno się wziąć pod uwagę ich zmianę. Natomiast jeśli bardziej problemem jest depresja to może pomóc psycholog/psychoterapeuta. Leki nie rozwiązują problemów, ale czasem bez nich nie można podjąć żadnych zmian.",Medyczne-diagnoza,54
"Zachęcam do wizyty u psychiatry i podzielenie się swoimi objawami, będzie mógł odpowiednio skorygować dawkowanie lub rodzaj leku, psycholog w obszarze farmakoterapii nie pomoże pani. Pozdrawiam i sugeruję konsultację psychiatryczną. Bartosz Lamch",Medyczne-diagnoza,32
"Dzień dobry,Jak leki nie powodują poprawy samopoczucia, wręcz je pogarszają należy skonsultować się z psychiatrą. Jeśli Pani chce podjąć pracę psychoterapeutyczną to proszę znaleźć terapeutę, umówić się na konsultację i potem zdecydować czy jest to sposób pomocy dobry dla Pani czy nie.Pozdrawiam",Medyczne-diagnoza,44
"Dzien dobry pan-u. Wizyta u psychologa pani nie pomoże, powinna sie pan-i wybrat do psychiatry o zmniejszenia leków lub zamiana. Jeżeli pani sie zdecyduje na psychoterapie to wtedy może sie wybrać do psychologa-psychoterapeute. a jaką ma pani dyjagnoze?",Medyczne-diagnoza,38
"Witam, w takiej sytuacji należy niezwłocznie zgłosić się do lekarza psychiatry. Lekarz dobierze odpowiednie leki, po których samopoczucie będzie lepsze. Wizyta u psychologa to kolejny krok.Pozdrawiam serdecznie i życzę powodzenia, Emilia Szymanowicz",Medyczne-diagnoza,33
"Dzień dobry, przede wszystkim w trybie pilnym proszę powyższe dolegliwości skonsultować z lekarzem prowadzącym, a dopiero po konsultacji psychiatrycznej skonsultować dolegliwości  u psychologa/psychoterapeuty - napisała Pani niewiele danych odnośnie dolegliwości, ale po przepisanych lekach wnoszę, iż zakres dolegliwości obejmuje zaburzenia depresyjne. Badania pokazują, iż najskuteczniejsze leczenie depresji występuje w trakcie skompilowanej terapii farmakologicznej i psychoterapii.  Pozdrawiam, Psycholog Dziecięcy i Rozwojowy w Łodzi - mgr Igor Wiśniewski",Medyczne-diagnoza,66
"Leki przypisuje lekarz, najlepiej psychiatra i to z nim należy takie sprawy konsultować. Wizyta u psychologa nie pomoże na skutki uboczne leków. Zachęcam do ponownej wizyty u lekarza i omówienia wątpliwości.",Medyczne-diagnoza,31
"Dzień dobry!Jeśli odczuwa pani skutki uboczne z powodu przyjmowania leków przepisanych przez psychiatrę, powinna się pani przede wszystkim skontaktować z lekarzem.  Tylko z nim może pani ustalić właściwy dla siebie sposób przyjmowania farmakologii.  Bardzo istotne, aby była pani właściwie zadbana od strony medycznej.Wizyta u psychologa, psychoterapeuty jest pomocna, aby podjęła pani kroki do wprowadzenia zmiany w pani życiu. Psychoterapia jest istotnym elementem zadbania o siebie od strony psychicznej.pozdrawiam Renata Pająkowska-Rożen",Medyczne-diagnoza,73
"Myślę, że przede wszystkim powinna się Pani skontaktować ze swoim lekarzem i powiedzieć mu jak się Pani czuje- może lekarz uzna za wskazane zmianę leków lub dawkowania. Pozdrawiam Ludmiła Kulikowska Kubiak",Medyczne-diagnoza,31
"Leczenie farmakologiczne może być bardzo pomocne i po upływie pewnego czasu od początku przyjmowania tabletek powinna Pani odczuć poprawę. Często jednak jest tak, że problem, który leży u podłoża depresji wymaga zrozumienia i zmiany, by poprawa była długoterminowa i niezależna jedynie od przyjmowania, lub braku lekarstw. Dlatego, odpowiadając na Pani pytanie uważam, że tak, podjęcie współpracy z psychologiem powinno być pomocne.",Medyczne-diagnoza,61
"Leczenie farmakologiczne należy do lekarza psychiatry i on odpowiedziałby na powyższe pytanie dotyczące spadku ciśnienia tętniczego; ale sądzę, że wizyta u psychologa nie powinna zaszkodzić, a może nawet pomoże w tym przypadku?Jednakże o tym się przekonać tylko i wyłącznie wtedy kiedy zostanie podjęta taka próba. Pozdrawiam serdecznie, Janina Czech",Medyczne-diagnoza,50
"Leki, które Pani zażywa związane są z leczeniem zaburzeń nastroju lub zaburzeń nerwicowych. W związku z tymi zaburzeniami jak najbardziej możliwa i wskazana jest psychoterapia. Z pewnością uda się Pani znaleźć kogoś w swoim miejscu zamieszkania. Sugerowałabym  również porozmawiać z lekarzem psychiatrą (zakładam, że to od takiego specjalisty otrzymuje Pani receptę na powyższe leki) na temat  możliwych efektów ubocznych leków oraz ich odróżnienia od objawów choroby, z którą Pani się zgłosiła do specjalisty. Pozdrawiam.",Medyczne-diagnoza,74
"Dzień dobryNazwy leków jakie Pani podała mają zastosowanie w leczeniu depresji oraz zaburzeń lękowych. Złe samopoczucie może występować w pierwszych tygodniach zażywania leków, jednak uważam, że powinna Pani poinformować o tym lekarza, być może wskazana będzie zmiana leków. Uważam, że farmakoterapia powinna iść w parze z psychoterapią. Myślę, że wskazane jest aby udała się Pani do psychologa i pomimo leków pracowała podczas terapii. Pozdrawiam serdecznieAlicja Maliszewska",Medyczne-diagnoza,68
"Dzień dobry, trudno mi jest odpowiedzieć na to pytanie. Jeżeli chodzi o leki- to ich działanie może Pan/ Pani omówić z psychiatrą. Dużo zależy też od odpowiedzi na pytanie o to jaki ma być cel działania. Jeżeli znamy cel, łatwiej jest dobierać środki... Pozdrawiam serdecznie",Medyczne-diagnoza,45
Witam serdecznie. Należy skonsultować się z lekarzem zlecającym leki. W razie chęci i potrzeby zapraszam na konsultację psychologiczną na której można ustalić czy wymaga Pani psychoterapii. Pozdrawiam,Medyczne-diagnoza,27
"Witam serdecznie,konsultacja psychologiczna wydaje się być w pani przypadku wskazana, ponieważ może ona pomóc pani radzić sobie ze skutkami ubocznymi przyjmowanych leków, ale także i poszukać przyczyn doświadczanych objawów.Pozdrawiam,Natalia Pilarska.",Medyczne-diagnoza,33
"Dzień dobry, lekarstwa antydepresyjne czy przeciwlękowe są konieczne w przypadku występowania znacznego nasilenia objawów. Poprawiają jakość życia, ale bez pomocy psychologicznej mogą się okazać  niewystarczające. Wizyta u psychologa lub psychoterapeuty pozwoli lepiej zrozumieć sytuację, w której się Pani znajduje, uzyskać wsparcie emocjonalne i pomóc w wypracowaniu strategii radzenia sobie z trudnościami w przyszłości. Pozdrawiam i zachęcam do skorzystania z pomocy.",Medyczne-diagnoza,60
"Przepraszam, ale pytanie jest dla mnie niejasne. Aby móc na nie odpowiedzieć musiałabym wiedzieć w czym wizyta u psychologa miałaby Pani pomóc. Czy Pani zna odpowiedź na to pytanie?",Medyczne-diagnoza,29
"Leki tylko tlumia objawy,przyczyny ktore sa w psychice-zostaja...Leki nie rozwiazuja problemy,potrzebna jest psychoterapia zeby mogla Pani fajnie zyc:).P po  lekach zle sie Pani czuje i onecszybko uzalezniaja,to nie ta droga...",Medyczne-diagnoza,30
"Witam, w pierwszej kolejności powinna pani skonsultować swoje objawy z lekarzem prowadzącym, który może zmienić dawkowanie i ewentualnie zaproponować pracę z psychologiem. Zachęcam jednak do tego, by podjąć terapię psychologiczną w ramach uzupełnienia farmakoterapii i pracy nad sobą. Pozdrawiam Sylwia Powałko",Medyczne-diagnoza,41
"Dzień dobry, przepisywaniem leków i ich dawkowaniem zajmuje się lekarz psychiatra, tak więc do niego należy się udać w pierwszej kolejności, jeżeli leki powodują utrudniające funkcjonowanie skutki uboczne. Część leków, w początkowym okresie stosowania daje takie objawy, ogranizm musi się przyzwyczaić do ich działania. Co do wizyty u psychologa a bardziej psychoterapeuty, to jest ona wskazana, jeżeli chciałaby Pani zajęć się przyczynami swych trudności i wspomóc w ten sposób proces zdrowienia. Pozdrawiam",Medyczne-diagnoza,72
"Niestety, trudno jest odpowiedzieć na to pytanie, nie znając więcej szczegółów dot. Pani sytuacji i objawów. Na pewno warto to skonsultować z lekarzem, który przepisał Pani leki. Wizyta u psychologa może być pomocna w zrozumieniu swoich trudności i ich mechanizmów psychologicznych oraz w określeniu dalszych działań w kierunku poprawy Pani sytuacji. Może również zostać wskazane podjęcie psychoterapii.",Medyczne-diagnoza,57
"Lerivon i Acipreks to leki antydepresyjne. Nie wszystkie osoby reagują na nie bez skutków ubocznych lub chcą rozwiązywać problemy lekami. W dziedzinie depresji i powiązanych z tym problemów należy korzystać z pomocy psychologa psychoterapeuty, co pozwoli lepiej się zrozumieć i nauczy sposobów radzenia sobie z przeciwnościami. Najlepiej przebadane są terapie ACT (terapia akceptacji i zaangażowania), BA (aktywacja zachowania) oraz CBT (terapia poznawczo-behawioralna).",Medyczne-diagnoza,62
"Witam, w sprawie zażywanych leków i ich działania proszę się zwrócić do lekarza prowadzącego. Podczas wizyty u psychiatry warto zapytać czy są wskazania do psychoterapii i wizyty u psychologa.",Medyczne-diagnoza,29
"W celu dobrania odpowiednich leków i ich dawek należy udać się do lekarza psychiatry. Psycholog może zaproponować psychoterapię, która pomoże wpłynąć na nastrój i ogólne funkcjonowanie.Pozdrawiam, K.",Medyczne-diagnoza,28
"Leki przeciwdepresyjne, które Pani zażywa, mogą złagodzić objawy depresji czy lęku, jednak nie likwidują przyczyny problemów. Wizyta u psychologa czy psychoterapeuty może pomóc w odkryciu destrukcyjnych schematów funkcjonowania oraz w nauczeniu się nowych sposobów radzenia sobie w trudnych sytuacjach. Dzięki temu można osiągnąć bardziej trwałą pozytywną zmianę. Pozdrawiam i życzę wszystkiego dobrego.",Medyczne-diagnoza,52
"Leki które pani/pan zażywa mają działanie przeciwlękowe, uspokajające, antydepresyjne, a działania uboczne jak pan/ pani wskazuje. Psychoterapia może przynieść stały skutek powrotu do zdrowia, leki antydepresyjne działają doraźno. Zaleca się łączyć te dwie terapie - dzięki psychoterapii powoli ograniczać przyjmowanie leków.",Medyczne-diagnoza,41
"Wszystkie skutki uboczne zażywanych leków najlepiej skonsultować z lekarzem prowadzącym i wspólnie podjąć decyzję co dalej. Psychoterapia na-pewno nie zaszkodzi w tym przypadku, ale może rozwiązaniem jest tez zmiana dawkowania leku - oczywiście za pozwoleniem psychiatry.",Medyczne-diagnoza,36
"Proszę skonsultować się z lekarzem, który przepisał leki. Proszę powiedzieć mu o skutkach ubocznych, a być może, zmieni dawkę, zapisze inne leki lub uspokoi i poinformuje, że na poczatku organizm musi sie przyzwyczaić i objawy są normalne. Pozdrawiam.",Medyczne-diagnoza,38
"Witam, na początek zasugerowalbym konsultacje z lekarzem i rozmowę nt. swoich obserwacji co do leków i zachowania po nich. Lekarz może zmienić dawkę lub lek. Jednak odpowiadajac na postawione pytanie proponuje konsultacje u psychologa. Łącząc leczenie farmakologiczne z terapia u psychologa,  terapeuty efekty, wg pacjentów, są zdecydowanie lepsze.",Medyczne-diagnoza,48
"Witam. Myślę, że z Pani problemem powinna Pani udać się do lekarza psychiatry, który omówi z Panią skutki uboczne tych leków lub zmieni Pani leki. Warto mieć jednego zaufanego lekarza, który będzie dobrze znał Pani problem i będziecie mogli wspólnie dobrze dobrać leki. Pozdrawiam",Medyczne-diagnoza,44
"Dzień dobry,w początkowej fazie przyjmowania tych leków (zazwyczaj ok. 2 tygodni) mogą występować uciążliwe skutki uboczne. Jeśli jednak przyjmuje Pani leki dłużej, warto udać się do lekarza psychiatry i dostosować leczenie, aby zminimalizować uboczne działania. Ze względu na cel przyjmowania przez Panią leków wskazana jest także psychoterapia - aby zrozumieć stany, jakie Pani odczuwa, co pomoże Pani w walce z chorobą.Pozdrawiam serdecznie,Agnieszka Urbanowicz",Medyczne-diagnoza,66
"Szanowna Pani,Z opisu wynika, że leki które Pani przyjmuje powodują działania niepożądane i informacje o nich należy jak najszybciej przekazać lekarzowi, który je Pani zapisał. Psycholog nie ma możliwości modyfikacji leczenia farmakologicznego. Nie mniej jednak skoro opisuje Pani takie objawy jak ""nic mi się nie chce"" oraz przyjmuje Pani leki p/depresyjne, to wizyty u psychologa mogą być znakomitym uzupełnieniem dotychczasowego leczenia.Pozdrawiam,Bartosz Kozak",Medyczne-diagnoza,65
"Dzień dobry, niestety ja nie znam skutków ubocznych leków. W tej sprawie warto skonsultować sie ze swoim lekarzem. Jeśli chodzi o Pani samopoczucie, to jeśli ono nie ma zwiazku z lekami, spada Pani energia, chęć do działania, jednym slowem popada Pani w depresje to warto skonsultować sie z psychologiem. Pozdrawiam A. Pacia",Medyczne-diagnoza,52
"Psycholog nie przepisuje leków. W związku z tym, skoro Pani źle się czuje najpierw trzeba umówić się na spotkanie z lekarzem psychiatrą, który Pani je zalecił. Jeśli natomiast bierze je Pani bez konsultacji lekarskiej - to jak najszybciej należy udać się najpierw do lekarza, a potem można umówić się z psychologiem/terapeutą lub psychoterapeutą na terapię.",Medyczne-diagnoza,55
"Witam, wizyta u psychologa może pomóc w zależności od Pani oczekiwań i potrzeb. Z pewnością nie jest magiczną receptą na wszystkie dolegliwości, ale może być wsparciem. Pozdrawiam",Medyczne-diagnoza,27
"Szanowna Pani, ponieważ wymienione leki przepisane zostały najpewniej przez psychiatrę lub lekarza rodzinnego zalecałabym żeby to z nimi się w pierwszej kolejności skonsultować. Być może trzeba zmienić dawkę, lub spróbować innego leku. Psycholog nie przepisuje leków, jednak konsultacja psychologiczna może również być pomocna, ponieważ depresja czy lęk mogą być leczone także przy pomocy metod psychoterapeutycznych (oczywiście często leczenie farmakologiczne bywa niezbędne). Pozdrawiam",Medyczne-diagnoza,62
"Dzień dobry,Sugeruję  w pierwszej kolejności wizytę u lekarza psychiatry i omówienie z nim działań nieporządanych leków. Możliwe, że lekarz zaproponuję zmianę dawki lub leku. Proszę pamiętać o tym, że aby lek zaczął działać potrzeba około 2 tygodni. To oczywiście nie wyklucza wizyty u psychologa/terapeuty, jeśli zmaga się Pan/Pani z różnymi problemami. Połączenie farmakoterapii i psychoterapii może przynieść duże efekty. Pozdrawiam serdecznie",Medyczne-diagnoza,62
"Przede wszystkim sugeruję kontakt z psychiatrą – możliwe, że będzie konieczna zmiana leków. W zaburzeniach lękowych i depresyjnych zawsze warto oprócz farmakoterapii poszukać pomocy u psychoterapeuty, który pomoże we wprowadzeniu trwałych zmian, dzięki którym w przyszłości nie będzie Pani musiała przyjmować leków.",Medyczne-diagnoza,42
"Dzień dobry, dobrze byłoby skorzystać z rozmowy z psychologiem, terapia może wspomagać leczenie psychiatryczne, jak i pomóc samodzielnie radzić sobie z problemami. Zapraszam do kontaktu, możliwa jest również rozmowa przez skype, która pomoże rozwiać wątpliwości.",Medyczne-diagnoza,35
"Najpierw proszę ponownie udać się do lekarza, który przepisał leki. Być może dawki są źle dobrane. Wizyta u psychologa może pomóc,ale nie np. w wyrównaniu ciśnienia, a bardziej w poukładaniu sobie różnych spraw, które prawdopodobnie złożyły się na to, ze musi Pani przyjmować te leki.",Medyczne-diagnoza,45
"Rozpoczęcie psychoterapii ma sens w sytuacji, gdy dostrzegamy u siebie problemy z obszaru psychicznego. Jeśli odczuwa Pani, że tak właśnie jest w przypadku opisywanych dolegliwości, to zachęcam do wizyty u psychoterapeuty. O skutkach ubocznych zazywanych leków musi Pani rozmawiać ze swoim lekarzem.",Medyczne-diagnoza,42
"Objawy, które Pani/Pan opisuje najlepiej zgłosić lekarzowi, który zlecił przyjmowanie leków. Oceni on, w jakim stopniu stosowana farmakoterapia może wywoływać objawy uboczne, a w jakim stopniu przyczyniają się do tych objawów inne czynniki. O potrzebie zgłoszenia się do psychologa nie decyduje sam fakt przyjmowania leków, a raczej dolegliwości, które  spowodowaly, że lekarz zlecił przyjmowanie tych leków. Sugerowałabym zwrócić się z tym pytaniem również do lekarza prowadzącego wspomniane przez Panią/Pana leczenie.",Medyczne-diagnoza,70
"Dzień dobry,Rozumiem, że zażywa Pani leki przeciwdepresyjne, po których nie czuje Pani poprawy, a głównie skutki uboczne. Warto skonsultowac sie jeszcze z psychiatrą, celem modyfikacji leczenia. Czasami jednak depresja ma tło psychogenne. Warto udać się do psychologa-psychoteraputy, który bliżej pozna Pani objawy i zdiagnozuje możliwe przyczyny. Jeżeli uzna to za wskazane, może Pani zaproponować psychoterapię. Pozdrawiam",Medyczne-diagnoza,57
"Witam,W zaistniałej sytuacji najlepiej byłoby skonsultować się z lekarzem psychiatrą. Lekarz zajmuje się dobieraniem leków i ich dawek, zatem zalecam taką konsultację.Jeśli chodzi o psychologa, to nie zaszkodzi kontakt z psychoterapeutą, np. w Poradni Zdrowia Psychicznego.Pozdrawiam",Medyczne-diagnoza,39
"Proponuję na początek skontaktować się z lekarzem, który zapisał leki. Każdy lek ma pewne działania niepożądane, które mogą  - ale nie muszą  wystąpić u pacjenta. Możliwe, że będzie potrzebna zmiana leku. Jeśli chodzi o wizytę u psychologa to jest ona najczęściej formą leczenia występujących problemów, zaburzeń za pomocą terapii obok farmakoterapii. Tabletka często pomoże ale nie zmieni, nie usunie problemów. Terapia jest najczęściej główną formą pomocy, wspomagana lekami.",Medyczne-diagnoza,68
"Witam. Wymienione przez Panią leki to środki przeciwdepresyjne przepisane przez lekarza. Jeśli czuje się Pani po nich źle, trzeba o tym powiedzieć osobie, która je przepisała - być może trzeba będzie zmienić lek albo dawkę. Natomiast na problemy o podłożu depresyjnym może pomóc wizyta u psychoterapeuty. Depresja jest chorobą o różnym przebiegu - czasem pomagają same leki, czasem sama psychoterapia a czasami dopiero połączenie jednego z drugim. Pozdrawiam i życzę powodzenia!",Medyczne-diagnoza,71
"Psycholog nie jest lekarzem i nie przepisuje, ani nie może zmienić leków. Jeżeli objawy występują na skutek przyjmowanych leków, najlepiej skonsultować to z lekarzem prowadzącym. W sytuacji obniżonego nastroju i braku chęci oraz motywacji do działania można równolegle korzystać z pomocy psychologa bądź psychoterapeuty. Pozdrawiam.",Medyczne-diagnoza,45
"Są to leki przeciwdepresyjne. Myślę, że warto przede wszystkim skonsultować objawy z lekarzem, który przepisał owe leki- lekarzem rodzinnym lub najlepiej lekarzem psychiatrom. Psycholog nie ma możliwości ani wiedzy dotyczącej farmakoterapii. Jednakże jeśli przyjmuje Pani te leki z powodu objawów depresyjnych lub lękowych można udać się do psychologa w celu poznania innych, towarzyszących metod radzenia sobie z depresja.",Medyczne-diagnoza,58
"Szanowna Pani,polecam wizytę u psychologa, który specjalizuje się w pracy z osobami o obniżonym poziomie nastroju. Doświadczony diagnosta oceni przydatność oddziaływań terapeutycznych.Leki przeciwdepresyjne (skuteczne w usuwaniu objawów) można łączyć z zajęciami o charakterze terapeutycznym. Efektem zajęć jest korygowanie sposobu myślenia, zachowania i działania -> praca nad sobą. W razie dodatkowych pytań zapraszam do kontaktu. Pozdrawiam . Maciej Krzymowski – Psycholog.",Medyczne-diagnoza,62
"Witam. Nie pisze Pani od kiedy przyjmuje te leki, nie znam również Pani historii, sytuacji, problemów, z jakimi się Pani zmaga na codzień. Jeżeli w Pani odczuciu te leki pogarszają stan funkcjonowania zalecam konsultację z lekarzem psychiatrą - być może lekarz rozważy zmianę dawkowania i/lub preparatu. Warto również rozważyć wizytę u psychologa, ale raczej w kwestii uzyskania doraźnej pomocy lub wsparcia lub podjęcia psychoterapii. Pozdrawiam serdecznie.",Medyczne-diagnoza,66
"Dzień dobry. Wizyta u psychologa/psychoterapeuty może być pomocna. Wyniki badań nad skutecznością oddziaływań leczniczych stosowanych w zaburzeniach psychicznych wskazują, że najlepsze efekty osiąga się łącząc psychoterapię z lekami. Pozdrawiam.",Medyczne-diagnoza,29
"Szanowny Panie, opisał Pan jedynie jakie leki Pan zażywa, nie opisał Pan problemu z powodu jakiego zażywa Pan te leki. Powyższe leki są natomiast lekami psychotropowymi i Pańskie pytanie powinno być skierowane do lekarza psychiatry. Odpowiedzieć na pytanie: czy wizyta u psychologa może Panu pomóc będę mógł, jeśli bardziej opisze Pan doświadczane dolegliwości.",Medyczne-diagnoza,53
"Witam, w sytuacji kiedy odczuwane są negatywne skutki uboczne zażywanych leków najpierw dobrze jest to skonsultować swoje wątpliwości i objawy z lekarzem prowadzącym. Jeśli chodzi o wizyty u psychologa, to aktualnie bardzo często łączy się farmakoterapię z psychoterapią i często przynosi to pozytywne i trwałe efekty. Wsparcie psychologa może wspomóc leczenie i przynieść ulgę w codziennym zmaganiu się z trudnościami.PozdrawiamKatarzyna Malinowska",Medyczne-diagnoza,63
"Dzień dobry. Dobranie odpowiednich leków (tak, aby wywoływały możliwie najmniejsze skutki uboczne), a także ich dawek powinny się opierać na współpracy pacjent-psychiatra. Dobrze było by, aby notowała Pani swoje objawy i ich nasilenie o różnych porach dnia, a następnie skonsultowała to ze swoim lekarzem psychiatrą, który leki zapisał. Jednocześnie podjęta psychoterapia w wielu przypadkach znacznie przyspiesza proces zdrowienia. Pozdrawiam",Medyczne-diagnoza,59
"Dzień dobry,w pierwszej kolejności zalecałbym konsultacje z lekarzem, który przepisał te leki. Podane objawy mogą być wywołane przez niepożądane działanie leków, bądź być naturalną reakcją w pierwszych tygodniach farmakoterapii. Wizyta u psychologa nie rozwiąże problemów wywołanych farmakoterapią. Współpraca z psychologiem może natomiast pomóc w rozwiązaniu problemów które spowodowały zlecenie tych leków. Z chęcią udzielę dodatkowych informacji o współpracy z psychologiem. PozdrawiamRemigiusz Szałkowski",Medyczne-diagnoza,64
"Witam Panią,Oczywiście wizyta u psychologa może pomóc. W takiej sytuacji konieczne jest zebranie obszernego wywiadu i dopiero wówczas będzie można powiedzieć coś więcej. Możliwe że będzie również konieczna konsultacja z psychiatrą.PozdrawiamMikołaj Terczakowski",Medyczne-diagnoza,35
"Dzień dobry! Jeżeli ma Pani wątpliwości co do działania oraz skutków niepożądanych leków proszę skontaktować się z lekarzem/psychiatrą, który je zapisał. Psychologowie nie mają uprawnień do farmakoterapii. Oczywiście zalecam wybór psychiatry - psychoterapeuty lub połączenie farmakoterapii z psychoterapią u innego specjalisty - psychologa. Pozdrawiam, Joanna Włodarska",Medyczne-diagnoza,46
"Witam, zgłaszany objaw może być działaniem niepożądanym przyjmowanych przez Pana/Panią leków, tę kwestię należy omówić z lekarzem psychiatrą. Natomiast jeżeli okaże się, że nie jest to skutek uboczny leczenia farmakologicznego, można rozważyć wizytę u psychoterapeuty. Rozmowa z terapeutą może być pomocna w zrozumieniu kontekstu podawanego objawu. Pozdrawiam. KJ",Medyczne-diagnoza,48
"Leki, o których Pan(i) pisze są lekami przeciwdepresyjnymi. Jeśli czuje się Pan(i) po nich źle konieczna jest wizyta u lekarza, który leki przepisał. Jeśli cierpi Pan(i) na depresję niezbędna jest farmakoterapia, regularne wizyty u psychiatry i podjęcie psychoterapii psychologicznej.",Medyczne-diagnoza,39
"Witam!Złe samopoczucie i niechęć do działania jest zapewne nieprzyjemnym doświadczeniem, negatywnie odbijającym się na naszym funkcjonowaniu. Zanim jednak zostanie podjęta decyzja o udaniu się do psychologa, warto uwzględnić wpływ wspomnianych leków i skonsultować to z lekarzem pierwszego kontaktu.",Medyczne-diagnoza,39
"W przypadku złego stanu zdrowia spowodowanego lekami zdecydowanie należy udać się do lekarza, ewentualnie więcej jak jednego. Psycholog nie pomoże lepiej poczuć się ze skutkami ubocznymi leków. Nie spotkam się z aż takimi skutkami ubocznymi jak te, które można by przypisać stanowi psychicznemu. I nie sądzę, aby było to możliwe. Zdecydowanie najpierw należy załatwić tą kwestię medyczną z lekarzem, a później pomyśleć o psychologu. Czy w ogóle jest potrzebny. Pozdrawiam ciepło",Medyczne-diagnoza,71
