text,label
"Jedna z bluz  po meczu  z Benficą trafiła na naszą grupę FB, gdzie trwa licytacja koszulek, z których dochód zostanie przeznaczony na leczenie red. Dariusza Kozelana, walczącego z nowotworem migdałka. Filip, dzięki!        ",Niemedyczny
" o szczepionkach na koronawirusa: Normą jest przecież, że badania szczepionki przed dopuszczeniem do obrotu zajmują ok. dziesięciu lat. Teraz do masowego użytku ma być dopuszczony preparat testowany przez zaledwie kilka miesięcy.  Konfederacja RuchNarodowy  ",Medyczne
"Duma polskiej onkologii - prof. Piotr Rutkowski, jako jedyny prezentuje badania i rekomendacje oraz prowadzi sesje dedykowane nowotworom skóry na Kongresie ESMO w Barcelonie. Fundacja Wygrajmy Zdrowie     oncology melanoma skincancer  ",Niemedyczny
Premier  podczas podpisania ustawy o FunduszMedyczny w PałacPrezydencki: Ten fundusz był i jest od dawna oczekiwany przez wielu ludzi. To otwarcie drzwi do nowoczesnego leczenia nowotworów i chorób rzadkich. Stał się możliwy dzięki inicjatywie .  ,Niemedyczny
"3liga Jak poinformowała Concordia (Jaga tradycyjnie milczy), zakażonych w Jagiellonii II tym razem może być nawet ośmiu.   W nocy ze środy na czwartek kilku zawodników dostało gorączki, stąd przeprowadzono testy. Więcej info we wtorek, gdy będą wyniki testów wymazowych.  ",Medyczne-diagnoza
"Na jakiej zasadzie będzie działać opracowywane na Wydziale Fizyki UW urządzenie, mające usprawnić proces wykrywania nowotworów? 👨‍  Jaką rolę w jego stworzeniu odegrały lasery i postęp w optoelektronice?   Wywiad z prof. Tadeuszem Stacewiczem     ",Medyczne
".: Mamy epidemię, wirus istnieje, ale to co proponuje rząd jest GORSZE od samej epidemii, ponieważ to prowadzi do ogromnych strat i społecznych i rodzinnych, ale przede wszystkim zdrowotnych - ludzie będą umierać, bo nie są wcześnie wykrywane m. in. nowotwory.  ",Medyczne
" Nie ma nawet 3 miesięcy. Moim zdaniem ją przyzwyczailiśmy, bo wstawałam co chwile, żeby się nie darła jak P miał prawie 40 stopni gorączki i majaczył. Jestem przy niej - cisza, cieszy się. 2 kroki w tył, znikam z pola widzenia - drze się jak opętana. Ja nadal zostane przy swoim+",Medyczne-diagnoza
"Rak piersi u kobiet jest najczęściej diagnozowanym rodzajem nowotworu na terenie UE. Parlament Europejski powołał komisję, która ma pomóc Unii podjąć konkretne kroki w walce z tą chorobą.  Więcej szczegółów [ENG]    BreastCancerAwarenessMonth  ",Medyczne
"Okey właśnie sie dowiedziałam, że są prowadzone badania, żeby dwie kobiety mogły mieć dziecko, bez faceta. Poprzez szpik kostny i wytwarzany w nim chromosom X. Miałoby to też pomóc bezpłodnym facetom. Bo nad ich szpikiem też są prowadzone badania. Jest to możliwe i mean-  ",Medyczne-diagnoza
"Ateista przez pół rozmowy żądający prawa do terroryzowania rodziców i zabraniania im wychowywania dzieci w katolickim światopoglądzie - zaczyna płakać o katoterrorze i strasznych katolikach o wilczych oczach rozstawiających ludzi po kątach.  Lekarzu, ulecz samego siebie.  ",Niemedyczny
"27 listopada. 2109 osób w stanie poważnym lub krytycznym. Pandemia się zatrzymała na wysokim poziomie i zastanawia się, w którą stronę pójść. Sezon grypy na pewno pogorszy sytuację, a on już blisko. Dezynfekcja Dystans Maseczki - chroni też przed grypą. Dbajcie o siebie.  ",Medyczne
Poznańska dyrekcja LasyPaństwowe przekazała już tamtejszemu szpitalowi respirator i środki ochrony osobistej dla lekarzy i pielęgniarek. Wielkopolscy leśnicy zakupili także 5 tys. maseczek i pomp infuzyjnych dla policjantów i służb med. Więcej:    ,Niemedyczny
"Ile jest warte życie? Ola ma 3 lata. Nie oczekuje od życia wiele. Skromna sama w sobie. Prosi o symboliczną cegiełkę na walkę z podstępną chorobą jaką jest nowotwór. Ma jedno marzenie, aby dnia pewnego mama zrobiła jej warkocz. Zdążymy? Pomóżmy.    ",Medyczne
"Bitwa na ulicach stolicy, racowisko pod tymczasowym szpitalem narodowym, płonący (za tęczową flagę!) balkon, policja osłaniająca karetki przed atakami narodowców.  Jeden obraz zamiast tysiąca słów. To zafundowali nam Kaczyński i PiS w rocznicę odzyskania niepodległości.  ",Niemedyczny
 Przy myciu rąk  nie pomijajmy nadgarstków️ Przyszły programista Piotrek będzie o tym pamiętał!  Lekcja higieny w technikum INFOTECH: PodlaskiNFZ ręka w rękę z Sanepidem przeciwko wirusom. ŚrodazProfilaktyką o higienie dziś także na Sali Obsługi Pacjenta POW NFZ   ,Medyczne
"282 tys. zł przekazała Szpitalowi Specjalistycznemu nr 1 w Bytom Górnośląsko_Zagłębiowska_Metropolia. Pieniądze te przekazano po tym, jak między innymi gmina Tarnowskie Góry zrezygnowała z ich wykorzystania przekazując je na pilniejszy w tym momencie cel. koronawirus  ",Niemedyczny
"Toczą się prace, również w Polsce, nad lekiem opartym na osoczu osób, które przebyły koronawirusa. Wydaje się, że jest szansa, żeby na jesieni taki lek został wprowadzony do użytku - powiedział 23 kwietnia wiceminister zdrowia Sławomir Gadomski.    ",Medyczne-diagnoza
Związek Polaków na Białorusi przekazał dzisiaj 1950 maseczek ochronnych i 1000 rękawiczek Miejskiemu Szpitalowi Klinicznemu nr 2 w Grodnie. Dziękuje za wspieranie naszej akcji pomocowej Konsulatowi Generalnemu RP w Grodnie i Korporacji Akademickiej Sarmatia w Warszawie.  ,Niemedyczny
"Szokujący powód, dla którego szczepionka firmy Pfizer na koronawirusa wymaga przechowywania w temperaturze -70 ° C ... ponieważ zawiera eksperymentalne komponenty nanotechnologiczne, które NIGDY nie były używane w szczepionkach   . com/475569.html  ",Medyczne-diagnoza
"pomagamyichronimy Policja.nci starają się dbać o bezpieczeństwo obywateli w każdej sytuacji. Prawdziwość słów potwierdzają przykłady, które obrazują ogrom zaangażowania funkcjonariuszy w niesienie pomocy potrzebującym krew szpik włosy rak  .  ",Niemedyczny
"Tu covid-19, jak mnie słyszysz? Tu baza, słyszę cię dobrze - uśmiecha się pielęgniarka, która opowiada nam jak przez telefon porozumiewają się pielęgniarki z lekarzami, gdy muszą skontaktować się z sali covidowej na intensywnej w sprawie pacjenta. COVID19 Press Media  ",Niemedyczny
"Ponowna hospitalizacja, problemy z podstawowymi aktywnościami, problemy psychiczne – to wszystko skutki ciężkiego przebiegu COVID-19 i pobytu w szpitalu z powodu tej choroby, wynika z badania, które publikuje pismo „Annals of Internal Medicine”.    ",Medyczne
"""Nie daje ciężkich efektów ubocznych i może być bardziej skuteczna niż szczepionki przeciwko grypie.""  &gt;&gt;&gt; ZOBACZ TERAZ w materiale   Włączcie TVN,  lub oglądajcie nas na portalu        ",Medyczne
"Korzyści jakie wynikają ze stosowania Colostrum to:   -wzmocnienie odporności, -działanie bakteriobójcze, przeciwwirusowe, przeciwgrzybicze i przeciwpasożytnicze, -zapobieganie nowotworom, -przeciwdziałanie cukrzycy, -działanie przeciwzapalne, -zapobieganie próchnicy,  ",Medyczne
"Istotą kompleksowej diagnostyki molekularnej jest informacja o czynnikach, które kierują rozwojem nowotworu. Jest to informacja o biologii nowotworu - wyjaśnia dr n. med. Gabriela Szewczyk-Seifert, Molecular Biology Manager w Roche     ",Medyczne-diagnoza
"wspolszczytno Mundurowi z Wyższej Szkoły Policji w Szczytnie, którzy pokonali koronawirusa, stawili się w Regionalnym Centrum Krwiodawstwa i Krwiolecznictwa w Olsztynie, by oddać najcenniejszy w dobie pandemii dar – osocze.  Przeczytaj więcej:    ",Medyczne
"- Kurka wodna, kurczę pieczone, jasna choinka, psia kość… usłyszałem tylko zanim Zosia wybiegła z domu. Kurka wodna, kurczę pieczone? - o co chodzi? Jasna choinka, psia kość? - nie miałem zielonego pojęcia, co się stało.... Więcej pod linkiem:     ",Niemedyczny
"Założyłem się z kolegą o 100 zł, że doktor  zachoruje na tą debatę. Panie Jacku dziękuje . Nigdy nie widziałem Pana w debacie z kimś kto ma inną optykę na geopolityke od Pana.   Dziękuję Panom doktorom -  i  za wspaniałą debatę   ",Niemedyczny
Blisko  zł trafiło na konto Akademii Pogoni w ramach zbiórki organizowanej na rzecz walki z koronawirusem Środki zostały przekazane Samodzielnemu Publicznemu Wojewódzkiemu Szpitalowi Zespolonemu w Szczecinie i zostaną wykorzystane na zakup pompy infuzyjnej   ,Niemedyczny
"[1/3] W miniony piątek wspólnie z  zorganizowaliśmy dla naszych pracowników seminarium ""Profilaktyka raka piersi"". Omówiliśmy między innymi sposoby zapobiegania rakowi piersi i szyjki macicy  JesteśPotrzebna DzieńKobiet WomensDay InternationalWomensDay  ",Niemedyczny
"&gt; Przychodnia przyjmuje tylko zapisy telefonicznie &gt; Chcę zapisać niedawno narodzonego syna &gt; Rejestracja nowych osób możliwa jest tylko na miejscu &gt; Chcę też zapisać starszą córkę, która już była tam kiedyś &gt; Ostatecznie jedno mogę tylko na miejscu, drugie tylko przez telefon ",Niemedyczny
"""Wszystko się udało, chuchnij na szczęście, Pani w Anglii czeka na twój szpik"" - to był magiczny moment. Dając od siebie tak niewiele, możemy podarować komuś bezcenny dar - życie!   Poznajcie historię Piotrka, Dawcy szpiku      mojahistoria  ",Niemedyczny
"Próżno przegrażasz mi, husycie srogi,  Próżno diabelskie wzywasz w pomoc rogi,  Na próżno palisz i krwie nie żałujesz,  Mnie nie zwojujesz!  Choćby tu przyszły poganów tysiące,  Choćby na smokach wojska latające,  Nic nie wskórają miecz, ogień ni męże,  Bo ja zwyciężę!  ",Niemedyczny
"Mindaugas Budzinauskas, uznany trener , zmaga się z nowotworem kości. Za szkoleniowcem operacja usunięcia nowotworu, jednak teraz czas na kosztowną kurację. Zachęcamy do wpłacenia pieniędzy, które pomogą ""Budzikowi"" wygrać najważniejszy mecz w życiu!  1/2 plkpl  ",Medyczne-diagnoza
"Już za 2 dni, 7 grudnia, będziemy obchodzić Ogólnopolski Dzień Szczepień. Eksperci oceniają, że około 122 milionów osób zawdzięcza życie szczepionkom- to dlatego, że w ciągu ostatnich kilkudziesięciu lat zaszczepiono miliony dzieci przeciw chorobom wieku dziecięcego   ",Medyczne
"PILNE Aruś walczy o życie, pomocy! Stan jest bardzo poważny, przeszczepiony szpik nie podjął pracy. Wierzymy, że wojownik pokona raka. Brakuje na leczenie aż 51 361 zł. Pomóżmy wpłatami tutaj  Dziękuję dobrowraca z    ",Medyczne-diagnoza
" with at the time."" On ma zdolności, tylko kompletnie nie potrafi nimi operować poza pewnymi dziedzinami, w których JEST dobry, np. zaklęcia zapomnienia. Bo w tym akurat musiał być dobry, skoro ten scam tyle trzymał. Takie jego wyskoki jak to z kośćmi czy jego szkolna przygoda z",Niemedyczny
" kiedy dorośli zaczną rozumieć, że my też jesteśmy ludźmi rozumiem, że nasz szpik kostny jest kurwa czerwony a nie żółty (he he biologia dzisiejsza za mocno wlazła) ale ja np. chodzę o kulach, ponieważ zerwałam więzadła i plecak jest dla mnie mega dużym obciążeniem nie pozdrawiam",Niejednoznaczny
Główny Lekarz Weterynarii informuje o wyznaczeniu ogniska wysoce zjadliwej grypy ptaków (HPAI) u drobiu. Jest to 33. ognisko HPAI w 2020 r. na terytorium Rzeczypospolitej Polskiej i jednocześnie pierwsze w drugim półroczu bieżącego roku.      ,Medyczne
"Co ciekawe podaż witaminy D zmniejsza stężenie hepcydyny w osoczu nie powodując zmian w stężeniach cytokin prozapalnych. Wynika z tego że witamina D i hepcydyna są silnie ze sobą związane bez połączenia z stanami zapalnymi, które jak już wiemy zwiększają jej stężenie.  ",Medyczne-diagnoza
"1/2 Pamiętacie Małgosię? Niecały rok temu odwiedziliśmy ją w domu z Kamilem Łączyńskim i przekazując koszulkę na licytację, dołożyliśmy swoją malutką cegiełkę do ogromnej kwoty 1,5 miliona złotych - ta była potrzebna do walki z bardzo złośliwym dziecięcym nowotworem   ",Niemedyczny
"BŁAGAM o masowe RTDziś w żyłach młodej Julki, która walczy z nowotworem mózgu płynie ciężka chemiaPokażmy jej siłę ludzkich serc i TwitteraKoszt leczenia w USA to 3,5 mln zł. Bądźmy ludzcy, solidarni i pomóżmy tutaj  Dziękuję DobroWraca  ",Medyczne-diagnoza
" Nie szczepienie dziecka to kompletna głupota. Moja mama jest pielęgniarką i przez to jestem zaszczepiona praktycznie na wszystko. Dzięki tym szczepionkom mój organizm jest w stanie lepiej sobie poradzić z wirusem. Osoby, które miały powikłania po szczepieniu to albo ich organizm+",Medyczne-diagnoza
"Drodzy, pytacie o efekty leczenia chorych na COVID-19 osoczem ozdrowieńców.  Otóż obserwujemy wiele spektakularnych wyzdrowień po podaniu osocza ozdrowieńców. Dostępne wyniki wskazują, że przetaczanie osocza ozdrowieńców jest skuteczne i może pomóc chorym na COVID-19.  ",Medyczne-diagnoza
"Para prezydencka wsparła aukcję charytatywną organizowaną w ramach pomocy prof. Zbigniewowi Wawrowi. Dyrektor Łazienek Królewskich zmaga się z nowotworem, trwa zbiórka środków na kosztowną terapię  Więcej:      aukcja  ",Niemedyczny
"️ Wiecie, że w naszych centrach medycznych leczenie osoczem bogatopłytkowym jest całkowicie refundowane przez NFZ?  To terapia, którą stosuje się zwłaszcza przy schorzeniach ortopedycznych .  Sprawdź nasz system rejestracji online:       ",Medyczne
" Kim Shin-wook ze złamaną kością piszczelową prawej nogi. Napastnik wraca na rehabilitację do Szanghaju.  Koreańczyk strzelił w tym sezonie trzy gole w czterech meczach.  Z napastników w Shanghai Shenhua dostępni pozostają:  Obafemi Martins, Yu Hanchao i Yang Xu.  ",Medyczne-diagnoza
Siatkarz NBV Werona Alexander Kimerov  trafił do szpitala po powikłaniach związanych z koronawirusem.   Lekarze zdiagnozowali u niego zatorowość płucną na poziomie krążenia płucnego.  W tym sezonie raczej nie zobaczymy atakującego na boisku  SuperLega podsiatka  ,Medyczne-diagnoza
"Poseł z PSL  mówi, że daje szansę doktorowi  i liczy na jego wybicie się na niezależności.   Co się tam u Was w  dzieje? Wczoraj podobał się Świewak na RPO, dziś wierzycie w niezależność doktora Dudy. Jakiś deal zawarliście z PiS?  ",Niemedyczny
"Wybor jest jeden, albo wschod, albo zachod.   Co wybieracie? Od wschodu to tylko zimno i glod idzie!   PiS zdradzil swoich wyborcow i wszystkich Polakow!  Sprzymierzyl sie z Ruskimi, ludzie w szpitalach umieraja bez opieki, zrezygnowali ze 100mld pomocy!  wtylewizji  ",Niemedyczny
"Wybor jest jeden, albo wschod, albo zachod.   Co wybieracie? Od wschodu to tylko zimno i glod idzie!   PiS zdradzil swoich wyborcow i wszystkich Polakow!  Sprzymierzyl sie z Ruskimi, ludzie w szpitalach umieraja bez opieki, zrezygnowali ze 100mld pomocy!  wtylewizji  ",Niemedyczny
"Czarnek  Co myślą o ślinotoku swojego kolegi Czarnka dostojni profesorowie i zhabilitowani doktorzy z katedr wszelakich?  Czy już poprosili go o honorowe pozbycie się tytułów i katedr?  Dżejpitu przeprosił za Giordano Bruno, KK będzie musiał przepraszać za Czarnków.  ",Niejednoznaczny
"Dieta Keto to rodzaj diety, który zapewnia nam dobre samopoczucie korzyści z diety ketonowej  Wspomaga odchudzanie Poprawia trądzik  Może zmniejszyć ryzyko niektórych nowotworów Może poprawić zdrowie serca Potencjalnie zmniejsza napady  InWonder JUNGKOOK Jedziemy  ",Medyczne
Mówi się że co drugi Polak zna się na medycynie i że wszyscy posłowie znają się na medycynie. Aktualnie wiedza dotycząca pandemi to głównie wiedza statystyczna dopóki genetycy nie rozgryzą wirusów. Najlepiej znają się Chińczycy bo już parę pandemii przeszli. minela8  ,Niemedyczny
"Ozdrowieńcy COVID19, którzy honorowo oddają osocze mogą skorzystać w rozliczeniu PIT z odliczenia darowizny na cele krwiodawstwa.   Więcej informacji o tym, co można odliczyć, co jest potrzebne, żeby odliczyć darowiznę, jak ją rozliczyć     ",Niemedyczny
"Brak sekcji zwłok, szybka kremacja lub pochówek, sprawiają, że trudno jest mówić o obiektywnej liczbie ofiar śmiertelnych zbrodniczego koronaświrusa. Oficjalnie wg ""oszustów"" zmarło z powodu koronawirusa 893 Polaków!!!  Dr med. Ryke Geerd Hamer o „wirusach” [FOTO]   ",Niemedyczny
"Pan Linda zagrał 4 wybitne role: w „Gorączce”, „Kobiecie samotnej”, „Przypadku” i „Matce Królów”. Potem grał już tylko samego siebie, wciąż w tej samej manierze i był nudny jak flaki z olejem, czy Kevin Costner. A jego ostatnia „rola” jest ukoronowaniem tej tandety.  ",Niemedyczny
"""(tu wstaw swoje imię ), podczas akcji zorganizowanej przez Ciebie zarejestrowała się osoba, która dziś oddała szpik dla Pacjenta potrzebującego przeszczepienia"" - chcesz otrzymać taki telefon?   Wejdź na   i zorganizuj Dzień Dawcy Szpiku   ",Niemedyczny
"33 LATA TEMU W Warszawie zmarła Elżbieta Barszczewska, aktorka, w okresie międzywojennym wystąpiła  . w filmach „Trędowata”, „Znachor”, „Profesor Wilczur”, „Dziewczęta z Nowolipek” i „Granica”; po wojnie związana z Teatrem Polskim w Warszawie.  ",Niemedyczny
"Dzień dobry Tłitki! Jako, że coś mnie łapie, jestem mega słaby i mam lekką gorączkę, dzisiejszy dzień spędzam w pozycji co najwyżej półleżącej.  Żona z dziećmi u rodziców, obowiązków nie mam, więc dzień spędzę w towarzystwie jednego z największych zwyrodnialców PRL.  ",Medyczne-diagnoza
jako wolny człowiek gdybym czas urlopu 2020 chciał spędzić w więzieniu to bym się do niego zapisał. Wakacje urlop ma służyć odpoczynkowi a nie wyimaginowanym wirusom. Stanowcze Nie️ Wolę już na łące obok krowy lub innej zwierzyny się położyć patrząc na słońce   ,Niemedyczny
" Skoro stoisz po stronie prawa, to potępiasz sposób łapanek przypadkowych osób, odmawiania kontaktu z prawnikami, podania lekarstw, rzucanie obelg ze strony funkcjonariuszy i molestowanie na komendach? Czy tylko to że Margot chciała zniszczyć dezinformacje, gdy policja bezczynna?",Niemedyczny
28 maja obchodzimy Światowy Dzień Walki z Nowotworami Krwi. Tego dnia na całym świecie głośno mówi się o problemie zachorowalności na nowotwory krwi. Czerwony znak „&amp;” to symbol Światowego Dnia Walki z Nowotworami Krwi wyrażający solidarność z osobami chorymi .  ,Medyczne
"Dobra muszę się wam do czegoś przyznać. Też od dawna maluję. Na co dzień mieszkania, biura , szpitale, szkoły itp ale w  oddaję się pasji. Mam też zwierzaka. Pomyślałem że podzielę się z Wami za jednym zamachem. Ze szczególną dedykacją.    ",Niemedyczny
" super dzieci sikają jest wirus, 5 lat chodziłem na  basen aż  pewnego dnia w nocy zacząłem   dostawać ataki  kaszlu,  stary lekarz  wojskowy,  zadał  mi jedno  pytanie  czy  chodzę  na  basen, mowie  tak to zaprzestań  jakaś   bateria od  moczu  dzieci z tego  basenu  cię atakuje",Medyczne-diagnoza
Popularność teorii spiskowych głoszonych przez płaskoziemcę  podobnie jak w przypadku chorych na raka leczących się u znachora wynika ze strachu. To są czasy ostateczne a COVID19 to taki wirus HIV przenoszący się drogą kropelkową. Ta zaraza to kara  ,Medyczne
Ksiądz Tadeusz Isakowicz-Zaleski o swoich kontaktach z kardynałem Stanisławem Dziwiszem w rozmowie z Marcinem Gutowskim.  Zobacz cały reportaż Czarno na białym TVN24 dotyczący kardynała Dziwisza &gt;&gt;&gt;   Lekarstwem jest prawda 8.11.2020  ,Niemedyczny
"Owędzana wieca wołowa, doskonały, pieczony Szpik wołowy z sosem bordelaise, gremolatą rzodkiewkową i bagietką  genialne danie Szefa Adam Chrzastowski  na Taste Masters  . tastemasters gaultmillaupolska gaultmillau villaintrata adamchrzastowski deliciousfood  ",Niemedyczny
"Na ziemi naszych dziadów przez setki milionów lat nie było kultu ""współczesnego Boga"". Plemiona przodków przetrwały. Trzeba próbować uwolnić się od tych którzy udając przez wieki przyjaciół nie asymiluja się i drenują Polaków. W organizmie nazywamy to nowotworami!  ",Niemedyczny
"Świat bez szczepionki, Polacy: Tak się nie da żyć, kiedy lekarstwo albo koniec epidemii?  Niemcy mają szczepionkę w 90% skuteczną i jeszcze ją badają, rząd chce kupić 20 mln sztuk Polacy: Nie dam się zaszczepić, sami się zaszczepcie, chcecie nas zabić i wykończyć!  ",Niemedyczny
"Armenia NagornoKarabakh Армения FederacjaRosyjska Russia 1 grupa Oddziału Medycznego Sił Specjalnych armii FR dotarła do Stepanakertu. Do Karabychu przyleciało ponad 60 lekarzy specjalistów, w tym chirurdzy wojskowi, anestezjolodzy, terapeuci i epidemiolodzy.  ",Niemedyczny
"Premiera w WIDEOTECE PACJENTA ONKOLOGICZNEGO – prof. dr hab. n. med Lidia Gil odpowiada na pytania dotyczące terapii CAR-T, która jest kamieniem milowym w leczeniu raka i nadzieją dla pacjentów z nowotworami:   onkologia CAR-T hematologia  ",Medyczne
"NACJONALIZM POLSKI - PATRIOTYZM ! Nacjonalizm Polski zrodził się z bólu największej tragedii dziejowej, przelewał krew na Polskiej ziemi i innych polach bitew za wolność naszą i Waszą. Nacjonalizm Polski nigdy nie karmił się ludzką krwią.     ",Niemedyczny
"Kto kogo zaraża ? Viral shedding, czyli rozprzestrzenienia się  wirusów odszczepiennych. Szczepieni zarażają szczepionych i nieszczepionych, chyba że osoby nieszczepione zdążyły już uzyskać trwałą i naturalną odporność po przechorowaniu...    ",Medyczne
" Polacy przejmują stery w speckomisji onkologicznej w Parlamencie Europejskim! Gratulujemy !  Realizujemy program!  Będziemy ciężko pracować nad rozwiązaniami, które pomogą wszystkim pacjentom onkologicznym w Europie skutecznie walczyć z nowotworami.  ",Medyczne
"W tym tygodniu który właśnie się kończy, lekarstwem na COVID19 było jabłko.  A od jutra leczymy się zimną kąpielą!  Jak nic za tydzień będziemy wszyscy zdrowi ... To znaczy wypłaszczeni.  Ps. Pogański kraj, pogańskie obyczaje ... Ojj przepraszam to było w 1410r.  ",Medyczne
" Oglądając Pana tlumaczenia po tym karnym, słuchając tłumaczenia wszystkich ""znachorów"" po VARze w Kielcach stwierdzam że Piłkarski Poker trwa w najlepsze. Mafia piłkarska. Bronicie sie jak lekarze po złych decyzjach. Nawet najbogatszy książę z Kambodży by tego nie wyczyścił.",Niemedyczny
"Niby przeciw a jednak za!   Zdradziles Polakow. Nie udawaj opozycjonisty!   Ruska onuca, pozyteczny idiota Kaczynskiego i Putina!   I Ty sie smiesz Polakiem nazywac! Ludzie zdychaja w szpitalach, ludzie bankrutuja a Tobie na podsmiehujki sie zbiera!   ZDRAJCAPIS  ",Niemedyczny
Ja pierdole XD 3 wetów mi badało psa i miałam się dziś umówić u zaufanego już na termin operacji usuniecia nowotworu bo tylko jemu bym oddała daisy pod skalpel a ten mi uleczył psa w 2 minuty bo okazało się że miała wbity kłos i dlatego taki obrzęk się zrobił   ,Medyczne-diagnoza
"Agenci - Nadchodzi nowa aktualizacja!  Nowe kule w Gorączce Spike’a,  update'y map,  naprawione błędy Reyny i Cyphera,  zwiększenie płynności walki i ogólną poprawę wydajności - to wszystko i wiele więcej w najnowszym patchu 1.01!      ",Niemedyczny
"Tu już nie ma miejsca na żadne półśrodki. PiSowski Trybunał pod dyktando architekta zła z Żoliborza, wypowiedział bezpardonową wojnę kobietom. Władza w Polsce jest zdeprawowana do szpiku kości i trzeba zrobić wszystko, aby ją pogonić raz na zawsze.  PiekłoKobiet  ",Niemedyczny
"Ależ oczywiście, że powinien. A w tym czasie Morawiecki, będzie opowiadał o nieistniejącej szczepionce oraz odwoływał coś czego nie wprowadził. Duda będzie się uczył. Cały czas będzie się uczył.  A Kaczyński wyciągnięty z formaliny, będzie występował na TikToku.  ",Niemedyczny
Między nami JACEK KACZMARSKI 4 Na każ­dą wier­ność - za­pach zło­ta Na każ­de ży­cie - zgon.  Mię­dzy świ­tem a mgłą Mię­dzy okiem a łzą Świat się roz­sz­cze­pia. Mię­dzy ser­cem a krwią Mię­dzy Tobą a mną - Zie­je prze­paść!  Na każ­dą pa­mięć jest inna pa­mięć  ,Niemedyczny
"Pomóżcie! Nie tylko mi, ale i Innym chorym. Rejestrujcie się jako potencjalni Dawcy szpiku, bo dobro zawsze wraca do tego, kto potrafi je podarować - to apel Doroty, która liczy na pomoc kogoś, kto podaruje jej swój szpik! ZostanDawca:    ",Niemedyczny
"Samorząd województwa przyłącza się do akcji Różowy Październik RozowyPazdziernik Wiemy jak ważna jest profilaktyka, stawiamy na nią i promujemy ją!  Szybkie wykrycie nowotworu zwiększa szanse na pełne wyleczenie.  Drogie Panie, zadbajcie o siebie, badajcie się!  ",Medyczne
"X-II. Ciąg dalszy  2) g. 10:00 /płatne/ - Szczepionki, fotowoltaika i gaming na wykresach polskich spółek (P. Szczepanik) 3) g. 15:00 /płatne/ - Hossa w polskim gamingu. Ocena sytuacji bieżącej i perspektyw branży na 2021 r. (P. Sugalski z RB TFI) cc:   ",Niemedyczny
(3/3)  Słowa wdzięczności za dobrą współpracę w tym czasie kieruję także do władz samorządowych. Rząd Premiera Mateusza Morawieckiego w czasie epidemii bardzo mocno wsparł szpitale przekazując zarówno środki na doposażenie jak i konkretny sprzęt medyczny  ,Niemedyczny
"Monat - naturalne i antystarzeniowe kosmetyki do pielęgnacji włosów oraz twarzy.   Nasze produkty  pielęgnacyjne  zostały  stworzone  przy współpracy z LEKARZAMI TRYCHOLOGAMI, zgodnie z zasadami tej nauki, czyli   OCZYSZCZANIE  POROST     ",Niemedyczny
"Panorama | Sukces polskich naukowców z Politechniki Wrocławskiej. Zdobyli główną nagrodę dla najlepszych innowatorów w Europie za opracowanie nowej metody zwanej ""NANOCARGO"", dzięki której kobiety z nowotworem piersi będą mogły uniknąć zabiegów chirurgicznych.  ",Niemedyczny
"Koleś od gumowej fujary i wulgarnych wyzwisk, obraża kobietę, nazywając ją „szmatą”. Robi to w czasie tzw. StrajkKobiet, który sam popiera (?)  W dodatku odnosi się do znanego faktu, bo np. kobiecie w ciąży nie zaleca się zażywać całej masy lekarstw, itd.  ",Niemedyczny
"Wysoka gorączka, kaszel, duszności, utrata węchu lub smaku. Jeśli obserwujesz u siebie te objawy, odizoluj się od innych i skontaktuj się z lekarzem pierwszego kontaktu. - Chroń siebie i innych przed koronawirus.em️ Więcej informacji   ",Medyczne-diagnoza
"W związku z wykryciem zakażenia wirusem SARS-CoV-2 ograniczone zostają przyjęcia do Kliniki Nowotworów Układu Chłonnego . Pracę wznowiły za to Klinika Tkanek Miękkich, Kości i Czerniaków oraz klinika Nowotworów Układu Nerwowego.    ",Medyczne
"Jeśli ktoś wierzy w koncerty online, grubo się myli. Nie da się zastąpić prawdziwych ludzkich emocji pstrokatym oraz zimnym i bezdusznym obrazkiem z ekranu. Wczorajszy koncert charytatywny w Sieprawiu poświęcony dzieciom z NOPami i nowotworami był tego dowodem.  ",Niemedyczny
"Niedzielski: Szpitale tymczasowe są naszą ostatnią linią obrony, którą będziemy wykorzystywali w razie ryzyka pojawienia się trzeciej fali zachorowań. Trzeba to sobie otwarcie powiedzieć, że takie ryzyko nad nami wisi  300POLITYKALIVE     ",Niemedyczny
" Czy produkty, jakie spożywamy mogą mieć wpływ na rozwój nowotworu Co jeść a czego unikać Już teraz sprawdźcie wydanie specjalne ""Dbaj o siebie - Nie daj się Rakowi” w Publico24    publico24 magazyn czytam eprasa zdrowie nowotwor rak zdroweprodukty  ",Niemedyczny
"Ludzie patrząc na to piękno są obezwładnieni zachwytem. To tak, jakby patrzyli na przepiękny obraz stworzony ręką samego Boga. Myśliwi patrząc na ten obraz są owładnięci rządzą krwi i uśmiercenia tego co piękne. Bo wszystko co boskie stoi z nimi w sprzeczności.  ",Niemedyczny
"Kolejny powód do dumy i radości Znakomita kadra chirurgów szczękowych przeprowadziła w Sniadecja kolejny skomplikowany i, co najważniejsze, udany zabieg! Operacja pacjenta z nowotworem języka i dna jamy ustnej.  Trzymamy kciuki za szybki powrót do zdrowia  ",Medyczne-diagnoza
